,token,score,match
26183,gloriofa,71,gordoa
26184,somos,80,sotos
26185,debuxada,71,texada
26186,molumento,75,molleto
26187,caldera,100,caldera
26188,mancomunidadotorgamos,52,mancisidor
26189,mostreis,80,mestres
26190,salutacion-,82,salucio
26191,palanca,86,palanco
26192,seloxias,77,elias
26193,M.a,67,ram
26194,Hacérsele,71,marselaer
26195,esculturas,75,esclus
26196,pedro,100,pedro
26197,rrescybieredes,61,bessieres
26198,contraida,78,contamina
26199,refaltada,82,regalada
26200,çoquetes,86,boquete
26201,casso,89,asso
26202,acabara,83,cabra
26203,vencieron,88,veniero
26204,deliberacion,67,delrio
26205,comiencen,71,cominges
26206,hanchura,71,sancha
26207,regimiento,75,gimeno
26208,Pan,100,pan
26209,mostrandose,74,montanos
26210,rresebirlo,71,eusebio
26211,"11,230",17,ab-ach
26212,uillanueva,90,villanueva
26213,prouei,73,roque
26214,aceto,83,aniceto
26215,proporcionada,64,rocaguinarda
26216,empedrar,71,piedra
26217,venidero,93,veniero
26218,ligas,80,linas
26219,ideal,80,pidal
26220,arsobispado,71,rosado
26221,irla,89,irala
26222,ornar,83,fornaro
26223,feePedro,77,pedro
26224,comodidad,67,codina
26225,vivieren,80,riviere
26226,enlucirla,71,lucia
26227,arqueta,88,arasqueta
26228,rreciuido,71,preciado
26229,tiranta,77,strata
26230,permision,80,peison
26231,menefter,71,monter
26232,remiti,77,oreitia
26233,rreplico,71,urrelo
26234,bobeda,80,beda
26235,273,0,dessi
26236,estoviere,70,castroverde
26237,decendimiento,64,secundino
26238,apariencia,82,aparici
26239,clemeynte,94,clemente
26240,magistrados,67,matajudios
26241,Caravallo,94,carvallo
26242,distortado,75,dorado
26243,pusiese,73,sese
26244,papo,86,paño
26245,uRaca,91,urraca
26246,lixitimamente,67,climente
26247,prezio,77,pereiro
26248,rescibieremos,70,riberos
26249,concluirla,67,cocolina
26250,mayo[1,80,mayo
26251,asunsion,88,asuncion
26252,compradores,70,comenares
26253,"año,32",50,cao
26254,eglia,89,elia
26255,Salmos,83,salmon
26256,Alcántara,94,alcantara
26257,benga,91,bengoa
26258,peanas,83,pernas
26259,dotrina,83,doria
26260,derogue,71,doyague
26261,Militares,82,millares
26262,bolada,83,boluda
26263,loro,86,loo
26264,qumplimiento,70,pimienta
26265,Derechos,71,descos
26266,Historias,75,vitoria
26267,manco,100,manco
26268,catolica,82,caupolica
26269,queriades,74,melquiades
26270,andallas,75,santalla
26271,trapero,77,raspeño
26272,coraçn,83,colbran
26273,llebas,73,lleca
26274,Sevilla,100,sevilla
26275,perfecionado,80,preciado
26276,encañado,80,encalada
26277,sernida,83,serna
26278,selebra,77,seabra
26279,cosmografo,63,consuegra
26280,comensado,75,conrado
26281,ducados.--,77,duardo
26282,flechas,92,flecha
26283,575,0,dessi
26284,rreclamar,67,lambar
26285,sydonia,86,sidonia
26286,proximo,83,primo
26287,fegun,73,eguino
26288,rostros,80,mostaros
26289,professa,77,ressa
26290,alcança,92,alcayna
26291,GARZÓN,91,garzon
26292,enbolandoles,67,fernandes
26293,trbuto,77,trabuco
26294,carpie,83,carpio
26295,sustituyo,67,sautto
26296,reciuos,83,recio
26297,monte,100,monte
26298,Resgdo,73,riego
26299,-yo,67,yago
26300,andamiadas,78,vandadas
26301,sienpre,77,sierpe
26302,.-,0,dessi
26303,cargarlo,77,carro
26304,retablo,77,rabelo
26305,costos,83,costas
26306,tornero,100,tornero
26307,yran,75,ranz
26308,araños,89,aras
26309,FRANCISCOHERRERA,72,francisca
26310,Abariento,84,barrientos
26311,alexos,100,alexos
26312,Referidos,71,remedios
26313,sinzeladas,71,inglada
26314,re--,80,pre
26315,aparejos,77,pares
26316,escussar,71,jesusa
26317,tornen,83,torena
26318,gaveta,91,gaeta
26319,27,0,dessi
26320,cadenilla,82,cadellat
26321,estremadura,78,estrada
26322,soltero,92,sotero
26323,procedieron,71,cedron
26324,arismendi,89,arizmendi
26325,sexa,86,sea
26326,lunbre,73,lubie
26327,alifonsso,88,alfonso
26328,Guarda,100,guarda
26329,nudos,80,nidos
26330,liensso,77,liendo
26331,texada,100,texada
26332,aperjar,71,pedraja
26333,curas,80,cuyas
26334,rubricado)-Antonio,59,torrubiano
26335,maiorias,86,mariñas
26336,santidad,75,santiyan
26337,combiene,77,combe
26338,comino,100,comino
26339,gosen,83,goosens
26340,revistadas,75,estada
26341,rresto,77,urresti
26342,anillos,86,aniello
26343,comentare,89,comenares
26344,sastifacion,71,asiain
26345,hobiere,77,hombre
26346,moro,100,moro
26347,pacyencia,82,palencia
26348,servid,83,servin
26349,boluerla,77,bolea
26350,soterrando,82,serrano
26351,angostos,75,agostino
26352,presenta,77,resta
26353,resibe,73,oribe
26354,efetibamente,67,ferrament
26355,llustrísimo,63,eleuterio
26356,presisamente,70,passante
26357,safisfacion,67,visitacion
26358,rreteniendo,63,restaino
26359,baqueta,77,baquer
26360,desenclavada,70,encalada
26361,excelentísimo,67,celedonio
26362,graciofos,71,rifos
26363,placido,100,placido
26364,ariua,80,faria
26365,verifico,71,jerico
26366,martyr,83,martir
26367,lebaxe,73,leyba
26368,Procesión,71,presno
26369,echamos,83,camos
26370,rreglas,83,regla
26371,finados,77,fandos
26372,costanilla,89,costilla
26373,Lugo,100,lugo
26374,borgoñona,93,borgoñon
26375,çin,80,ibn
26376,ofreciere,80,freire
26377,efcalera,88,escalera
26378,has,86,hans
26379,convienen,67,cornieles
26380,aduocacion,76,anunciacion
26381,voveda,83,poveda
26382,pasmada,80,casamada
26383,hombros,77,ambros
26384,rrayzes,71,arrayza
26385,Rosa,100,rosa
26386,fortificaziones,67,purificacion
26387,entallara,75,tallada
26388,opinion,77,pinzon
26389,altezas,83,ateza
26390,deis,89,denis
26391,defte,73,ducete
26392,abiamos,80,abiancos
26393,prójimo,91,primo
26394,enpefarlo,67,venero
26395,vna,75,avina
26396,quintales,80,quiles
26397,ygiesias,75,iglesias
26398,sacramento,100,sacramento
26399,Pontifice,74,pontifeser
26400,=y,50,bay
26401,cues,80,cuevas
26402,cavallerizas,91,cavalleria
26403,ssu,75,ossau
26404,cesa,89,chesa
26405,traspasastes,64,atorrasagasti
26406,evangélico,71,angelino
26407,acauandolo,71,facundo
26408,adjudico,71,judice
26409,aljófar,83,alfaro
26410,visitando,78,visitacio
26411,xpi,80,pi
26412,mr,80,mir
26413,maltratadas,71,malats
26414,enbarrotadas,80,barradas
26415,estubieremos,76,thubieres
26416,parecera,86,parera
26417,torneada,80,tornera
26418,virgenes,77,irene
26419,profiguiefe,63,figueres
26420,cuan,80,cusani
26421,rossario,93,rosario
26422,llebaren,80,llarena
26423,esultor,77,suelto
26424,natural,86,natuera
26425,baltafar,88,baltasar
26426,ejecucion.Hasta,55,juncosa
26427,rrudillas,88,rudilla
26428,Jefus,80,jesus
26429,gobernarse,71,bernave
26430,librillo,80,liborio
26431,arriende,80,arriete
26432,descubierta,71,subira
26433,vsa,80,sa
26434,iciese,80,icis
26435,castilblanco,92,castelblanco
26436,anacosta,86,acosta
26437,interrogatorios,62,entrambosrrios
26438,costa,100,costa
26439,85,0,dessi
26440,molino,92,molinos
26441,desbaratando,70,escarano
26442,obedeciendo,74,berecedo
26443,encargalle,71,aragall
26444,170,0,dessi
26445,derredor,75,serrador
26446,firme,73,freire
26447,florencialos,87,florenciano
26448,artos,91,martos
26449,maderero,75,merinero
26450,cesiones,75,cifontes
26451,effeto,71,perfecto
26452,picadura,77,padua
26453,scriuano,80,soriano
26454,vali,89,valoi
26455,cozido,77,coniedo
26456,ebangelista,91,evangelista
26457,levo,75,leoz
26458,bacia,91,barcia
26459,4e^,50,de
26460,yfinuada,67,inglada
26461,brocaditos,71,brandis
26462,confianza,78,constanza
26463,nveses,77,meneses
26464,rrepriffas,67,ferreras
26465,perfession,71,perteso
26466,polidos,77,pulido
26467,dozientos,67,zainos
26468,grandecer,80,grande
26469,chapitel,71,capuel
26470,dándose,73,nidos
26471,mercaderes,78,mercedes
26472,posseher,77,posse
26473,diversos,75,oliveros
26474,melgarejo,100,melgarejo
26475,frontispisio,64,montsoison
26476,uvo,67,fulvio
26477,Fscribano,75,escriba
26478,Isidro,100,isidro
26479,administraba,63,iniesta
26480,subir,91,subira
26481,den,80,de
26482,cueros,91,cuero
26483,rajado,80,raja
26484,estoffe,71,escofet
26485,platezca,77,ateza
26486,sinto,80,sixto
26487,Capitulaciones,67,capicio
26488,Celebrase,71,celestre
26489,arbitrando,78,larrando
26490,descendientes,67,reciente
26491,encarecidamente,70,reciente
26492,conuierte,75,courten
26493,parejo,83,pareja
26494,ninos,80,nidos
26495,aviadas,77,cañadas
26496,conformandofe,76,normande
26497,comenfar,82,comenares
26498,Hoja,86,hoa
26499,emergildo,76,hermenegildo
26500,necesario.lo,64,monesterio
26501,redimidos,71,remedios
26502,cuyos,80,cuyas
26503,recindidas,71,recines
26504,remates-,83,retes
26505,aujclas,77,uclaus
26506,maymo,91,maymon
26507,sanas,89,sans
26508,hazerla,77,havela
26509,zeñida,73,merida
26510,xpo,67,pio
26511,metan,80,menan
26512,reynos,92,reynoso
26513,qristo,83,cristo
26514,juida,80,julia
26515,Tercias,83,trias
26516,encendido,75,candido
26517,alcalde,86,alcayde
26518,codillos,88,codallos
26519,zymborrio,71,orrio
26520,pertenefientes,64,reciente
26521,lector,83,hector
26522,ginoves,100,ginoves
26523,rrefibieremos,70,riberos
26524,debuxe,67,deu
26525,recibió.para,62,arabi
26526,acomode,77,jacome
26527,Granda,100,granda
26528,obligandose,84,obligado
26529,haciendos,71,acedo
26530,dilatado,75,delagado
26531,Juramento,75,juanoto
26532,vendiese,75,ventades
26533,apartada,86,parada
26534,templas,67,molas
26535,ordenare,80,ordeñana
26536,rubricando,82,rubiano
26537,llamaren,80,llarena
26538,esquierdo,94,esquerdo
26539,curaduria,80,cuadra
26540,además,80,rades
26541,saltan,80,alta
26542,66,0,dessi
26543,hauida,67,yehuda
26544,Cuevas,100,cuevas
26545,fundidor,67,facundo
26546,guarneser,75,farnese
26547,grandeza,86,granda
26548,tubiesse,71,toubes
26549,armilla,92,arilla
26550,Hieroglíficos,60,hipolito
26551,subirlo,77,subira
26552,reconosio,75,reconco
26553,reparadas,80,pradas
26554,girnalda,80,granada
26555,rrelebo,77,urrelo
26556,fablica,77,fabian
26557,menudencia,75,mencia
26558,terminare,75,otermin
26559,desbiados,71,delicado
26560,figno,73,rufino
26561,Quitando,93,quitano
26562,señorios,77,osorio
26563,Reduzidos,71,remedios
26564,fianza,80,inza
26565,dividieren,71,riviere
26566,rrecibiendole,67,reciente
26567,comento,80,formento
26568,ysquierda,75,esquira
26569,audiencias,71,badenas
26570,luminasiones,74,masones
26571,faseys,73,fayos
26572,semana,86,senmanat
26573,imposta,73,mota
26574,llegan,77,leganes
26575,refto,80,preto
26576,hijoY,73,hijosa
26577,fenesca,77,seneca
26578,sirban,73,urban
26579,fallare,83,falla
26580,citemos,71,aceites
26581,morduras,86,morras
26582,dispuesta,71,diest
26583,cumpla,73,campa
26584,cedio,89,cedo
26585,palacios,100,palacios
26586,correspondientes,77,corrientes
26587,ynchir,73,lynch
26588,anascotes,80,anasco
26589,hallaran,75,villaran
26590,feria,100,feria
26591,Vicente,100,vicente
26592,ynche,80,lynch
26593,conocida,77,conca
26594,curiossamente,70,urioste
26595,confesado,80,conesa
26596,dominicas,82,dominico
26597,atentarlo,71,atero
26598,ciete,80,cañete
26599,canbiantes,82,cabanes
26600,barandilla,82,baranda
26601,perfiles,86,perles
26602,carmelitas,82,carmela
26603,tapen,73,sapena
26604,ythen,67,tena
26605,ussa,80,cussac
26606,azulejos,86,alejos
26607,digoJuo,67,diego
26608,adbocacion,75,acacio
26609,Pujaron,86,tujaron
26610,granido,86,granado
26611,bifito,80,fito
26612,pinten,73,pinto
26613,dandomela,71,yandiola
26614,"20,000",17,ab-ach
26615,hojita,80,hita
26616,ynclinare,75,linares
26617,quento,83,quinto
26618,postigos,93,postigo
26619,declara,83,clara
26620,perfilada,71,prada
26621,25000,0,dessi
26622,cotente,73,cote
26623,decla¬ren,75,echauren
26624,abogado,80,abollado
26625,rubricado)-sin,67,ricardos
26626,Juntamente,75,jamete
26627,Goles,89,goes
26628,meti,75,meri
26629,p,67,pi
26630,damasquillo,78,damasio
26631,baliendo,86,liendo
26632,conocidos,75,coniedo
26633,pantorrillas,80,parrilla
26634,colocazion,71,colocol
26635,yun,67,und
26636,cauallos,88,caballos
26637,conpliendo,82,coniedo
26638,rolletos,80,olleros
26639,alcaçares,80,casares
26640,dijeredes,71,ordieres
26641,acavarlos,80,carlos
26642,ñansas,89,ansa
26643,aquy,67,maury
26644,Conbento,77,oneto
26645,vidriera,77,riera
26646,divididos,62,livinio
26647,hate,89,hatue
26648,teje,80,tejero
26649,convesino,78,montesino
26650,grabiel,86,gabriel
26651,alimpiar,80,limpias
26652,curiosos,71,cristo
26653,reconocemos,78,reconco
26654,jara,100,jara
26655,prevº,86,pre
26656,jaboncillo,82,ancillo
26657,ynmediatos,67,benedito
26658,setecientos,71,setien
26659,gracioso,75,gaudioso
26660,proposicion,67,perosio
26661,cantando,82,candanedo
26662,Damian,100,damian
26663,460,0,dessi
26664,traten,83,trante
26665,derrames,75,terrades
26666,ministriles,73,inestrillas
26667,enluza,73,reluz
26668,hechara,75,echegaray
26669,conuidaran,71,ondarza
26670,Apocalissi,67,possi
26671,sugetos,77,cuetos
26672,ynovar,83,novara
26673,Jerónimo,93,jeronimo
26674,densele,71,senseve
26675,rrefanado,75,granado
26676,atrabesada,71,taboada
26677,cartelones,75,cartes
26678,abierto,86,alberto
26679,campanillas,86,cavanillas
26680,metropolitana,67,estopiñan
26681,bendición,80,benicia
26682,aprendisses,67,paredes
26683,proternuncias,67,porteria
26684,quellas,82,rosquellas
26685,partio,91,patiño
26686,.«juan,100,juan
26687,ofisiales,75,rosales
26688,instruye,71,cistue
26689,amvos,80,ramos
26690,tenían,89,tena
26691,hachas,80,acha
26692,casarnos,80,casares
26693,acordelandose,67,arellano
26694,jorje[Al,67,alborxe
26695,retocado,77,recaño
26696,adjudicaron,67,pajaron
26697,supo,75,lupo
26698,condición,71,condamine
26699,1634,0,dessi
26700,suplicacion,74,duplicio
26701,pende,80,penne
26702,vyeren,73,verde
26703,recompesa,75,remesal
26704,cecion,77,cecilio
26705,consertada,82,cortada
26706,ffazer,73,faber
26707,pesa,89,pesoa
26708,quitadas,80,quijada
26709,peanita,77,pernia
26710,.-baptista,100,baptista
26711,yxibo,67,ibor
26712,hoyos,100,hoyos
26713,buestro,83,bueso
26714,recituire,71,reciente
26715,remitimos,75,remigio
26716,fasemos,71,anselmo
26717,lexos,91,alexos
26718,coronar,92,corona
26719,mandarse,77,andre
26720,soltar,91,solar
26721,guarecido,80,guarco
26722,tazen,80,hazen
26723,ingalaterra,74,valterra
26724,apriete,86,arriete
26725,cruzificamiento,64,sacramento
26726,fray,89,fraye
26727,postrera,75,porteria
26728,escudos,88,escuderos
26729,jusepe,100,jusepe
26730,122,0,dessi
26731,allane,83,llanes
26732,juremento,71,formento
26733,linda,80,linas
26734,Reredero,71,cerdeño
26735,criados,92,criado
26736,acabeis,77,acebes
26737,eterno,77,estenoz
26738,cobrese,80,cobreros
26739,hordenara,75,ordeñana
26740,",otorgo",80,toro
26741,ciquta,67,irutxa
26742,aplicando,80,picado
26743,pliego,83,priego
26744,recogidas,71,rodas
26745,quarteron,95,quarteroni
26746,fufodhos,62,godos
26747,Solis,100,solis
26748,vacias,91,vacas
26749,bestidura,75,berdura
26750,ynquisicion,67,visitacion
26751,batidas,93,bastidas
26752,canonizo,82,cannizaro
26753,doraremos,75,dorrego
26754,remedios,100,remedios
26755,comenzando,82,cenzano
26756,dividiendola,67,videla
26757,onium,75,num
26758,cual,75,gual
26759,fideos,73,nidos
26760,enjarre,75,manjarres
26761,blanca,100,blanca
26762,lebantar,80,liebana
26763,Hemos,83,hermoso
26764,celebrare,71,celestre
26765,consolazion,91,consolacion
26766,entregallos,74,perellos
26767,n.,50,niño
26768,pasan,91,paisan
26769,enfermedad,71,nebreda
26770,albalaes,75,pallares
26771,obligan,80,obligado
26772,texado,83,texada
26773,reconocio,88,reconco
26774,bolsura,77,boluda
26775,expresadas,75,pradas
26776,dota,75,orta
26777,oservando,94,servando
26778,defendiendo,63,resendio
26779,mantenimos,82,mateios
26780,oir,75,oriar
26781,fuso,80,fausto
26782,querria,83,urria
26783,satisfecha,71,laiseca
26784,moldillones,78,molines
26785,bendidas,80,buendia
26786,fentenciado,67,centeno
26787,pecunia,77,pernia
26788,supra.licenciado,58,vicencio
26789,alcazar,100,alcazar
26790,metale,80,male
26791,tutela,83,tudela
26792,ángulo,91,angulo
26793,gustoso,77,bustos
26794,cornizon,77,corio
26795,concordado,82,conrado
26796,tocado,77,tostado
26797,festoncicos,67,leoncio
26798,factoria,86,factor
26799,prymero,77,armero
26800,tersiados,78,tribaldos
26801,aRiscal,75,carrascal
26802,Flamencas,75,blancas
26803,examinada,67,texada
26804,rebate,77,recarte
26805,solemnidad,71,semidan
26806,nobyembre,67,hombre
26807,rrelevado,71,regalado
26808,sacandola,71,sandoval
26809,bultos,83,bustos
26810,Viejos,91,viejo
26811,maraña,83,marañosa
26812,Asunción,93,asuncion
26813,matematicas,71,matias
26814,contentandoles,64,conteras
26815,esfinge,71,espinel
26816,caRion,92,carrion
26817,450,0,dessi
26818,feiscientos,70,felicitas
26819,traçar,80,trava
26820,ystruccion,67,ranuccio
26821,assentarlo,78,astarloa
26822,onufro,73,nuflo
26823,centros,77,cantos
26824,hazeys,73,hazen
26825,minas,89,mina
26826,varias,91,arias
26827,fiete,73,fuerte
26828,gafta,89,gata
26829,ceñida,80,uceda
26830,caida,83,casilda
26831,sercado,86,mercado
26832,prestastes,75,presas
26833,tales,80,sales
26834,Yglesia,86,iglesia
26835,dificultoso,74,niculoso
26836,debido,73,decio
26837,doralla,86,toralla
26838,çanjas,80,lanas
26839,bona,100,bona
26840,rayda,89,rada
26841,birgenes,77,irene
26842,obo,86,lobo
26843,armado,92,armando
26844,Sebastian,100,sebastian
26845,presso,83,presas
26846,transaciones,70,ansalone
26847,diosas,80,dios
26848,ymagencitas,74,magenise
26849,desuastaryten,67,santaren
26850,ronper,83,ropero
26851,pudieren,71,pierre
26852,historico,75,ristori
26853,albiguela,75,ambiela
26854,acauaremos,71,casares
26855,arginaldas,74,reginaldo
26856,nn,80,nin
26857,roleos,83,roales
26858,refibio,73,ibio
26859,vaxas,80,vacas
26860,anduviese,67,danese
26861,sirviese,82,sirviente
26862,doraron,77,dardon
26863,Musa,100,musa
26864,609,0,dessi
26865,entierrose,74,ontiveros
26866,ARELLANO,100,arellano
26867,lisenciado,75,liendo
26868,aceptaba,71,lacaba
26869,faueis,77,falques
26870,ynbentario,70,bernardino
26871,señoría,89,sora
26872,bocelon,80,barcelon
26873,autores,80,satorres
26874,concertamiento,70,contamina
26875,hinchen,80,chinchon
26876,trauiesas,71,trias
26877,balientes,82,valiente
26878,Confiesa,86,conesa
26879,el,80,vel
26880,lijen,73,liendo
26881,litiguen,71,ligues
26882,llamaron,80,tamaron
26883,chancelle,75,cancela
26884,corrusion,75,corriol
26885,yraçaual,67,rabal
26886,aello,91,avello
26887,1586-,0,dessi
26888,Omnium,67,romani
26889,Flores,100,flores
26890,ocupasen,67,pastene
26891,acto,80,factor
26892,CAMPOLARGO,100,campolargo
26893,intervinieron,70,ternero
26894,caudal,80,cañal
26895,pretensiones,70,pendones
26896,començaren,89,comenares
26897,preuenida,75,requena
26898,candelleros,74,canellas
26899,grande,100,grande
26900,braceras-,80,balcera
26901,acauadosyten,63,caudron
26902,yluminador,71,minardo
26903,diaconos,71,donoso
26904,llevabas,71,llamas
26905,Testó,89,testa
26906,doblete,77,noblet
26907,protonotario,70,portonariis
26908,aderezare,71,alderete
26909,ql,50,quiles
26910,satisffacion-,64,visitacion
26911,yeseria,75,ayesteran
26912,carpintería,90,carpintero
26913,leonys,83,leonis
26914,sutilmente,67,ruimonte
26915,sanos,89,sans
26916,comiense,77,comes
26917,legítimos,77,lemos
26918,bufete,77,beruete
26919,debian,77,cebrian
26920,gosan,77,logrosan
26921,pariguela,80,piñuela
26922,rreciuidos,67,preciado
26923,"218,094",15,ab-ach
26924,estaran,88,ayestaran
26925,encafamento,67,sacramento
26926,nabes,80,naves
26927,conçesion,80,onesimo
26928,nombrando,80,obando
26929,aguiar,100,aguiar
26930,envueltos,71,revuelta
26931,huevas,83,cuevas
26932,quedaua,71,maqueda
26933,sargilla,86,arilla
26934,mdes,86,des
26935,enperador,75,pecador
26936,moderaron,78,mondragon
26937,ganchos,77,sancho
26938,encagen,71,echague
26939,conpusicion,76,concepcion
26940,V,50,val
26941,pye,75,payet
26942,ruchycler,67,archer
26943,pensamiento,80,sarmiento
26944,revocar,77,brocar
26945,.-andres,100,andres
26946,aplicar,80,apolinar
26947,deshagan,77,sagan
26948,travadas,77,trava
26949,Huyendo,71,oquendo
26950,sibdad,67,piedad
26951,molinos,100,molinos
26952,artísticas,75,artigas
26953,embargado,75,morgado
26954,questaban,75,esteban
26955,fervifio,71,cerviño
26956,farcillos,75,ancillo
26957,prouiçor,71,perosio
26958,cayga,80,canga
26959,cafo,86,cao
26960,dlatputodediçacio,58,poderico
26961,angelorun,80,angelo
26962,Parecer,86,parcero
26963,raspados,77,aspas
26964,sanja,83,sanjuan
26965,yrnagen,71,naygeon
26966,aparejarla,75,parera
26967,demasyado,71,delagado
26968,cerquen,80,cerquero
26969,jilo,75,pilo
26970,arquitecto,71,marquet
26971,suman,80,ulman
26972,ajustarla,82,astarloa
26973,enseña,80,seseña
26974,mara,89,marta
26975,lastimado,71,amado
26976,diuision,75,dionisio
26977,castaño,100,castaño
26978,naçareno,93,nazareno
26979,çer,80,per
26980,dentre,77,entrena
26981,Divina,73,davin
26982,viniesemos,63,finestres
26983,fedula,73,reula
26984,entalle,75,bentallol
26985,pongamos,71,longas
26986,brevedad,71,verdad
26987,cumplidor,94,cumplido
26988,zercadas,75,mercadal
26989,sacramentales,78,sacramento
26990,arquetreave,71,arquer
26991,ceyas,80,cuyas
26992,berificacion,83,purificacion
26993,coloco,92,colocol
26994,maneras,92,manera
26995,sitas,80,vitas
26996,contrata,77,corta
26997,bysto,80,busto
26998,bia,86,ubiña
26999,ymitando,77,miñano
27000,chiquito,71,giaquinto
27001,lisos,80,lissa
27002,rregalos,75,regalado
27003,Signado,75,sinibaldo
27004,armija,83,armijo
27005,pieles,83,piñeres
27006,carmyn,83,carmen
27007,forestremes,78,estrees
27008,liuertades,71,fuertes
27009,Esto,80,escoto
27010,desvan,73,evans
27011,bolbere,77,robere
27012,exfeder,73,eder
27013,sufo,75,rufo
27014,rremato,77,renato
27015,ornara,80,oraa
27016,ejecutando,71,cutanda
27017,aconpañar,71,azcona
27018,solados,77,llados
27019,pierde,83,pierre
27020,grasa,91,garasa
27021,fugas,75,gas
27022,defender,67,enderiz
27023,hundidas,67,unda
27024,Guacamayo,71,guama
27025,seran,83,serafin
27026,compañera,82,compaseur
27027,1572,0,dessi
27028,cronologico,74,cronelio
27029,misterios,75,miserol
27030,inovarse,77,novas
27031,guadamecies,74,galdames
27032,episcopales,67,coscojales
27033,rrenuebos,67,nueros
27034,colocarlo,82,colocolo
27035,novenla,86,novella
27036,obralo,83,sobral
27037,obra.no,67,noboa
27038,libres,86,olibares
27039,servirla,80,sevilla
27040,rreclama,71,calama
27041,tajadas,77,cañadas
27042,puerto,100,puerto
27043,confronta,80,corona
27044,hipotecar,71,hipolita
27045,barbirrubio,71,barrio
27046,dulce,100,dulce
27047,espistola,82,espinola
27048,deuisas,73,eusa
27049,yglesya,71,iglesia
27050,ejito,89,eito
27051,exceso,67,espeso
27052,nonvro,73,noroña
27053,tomadas,83,tomas
27054,situen,83,ituren
27055,atril,73,arbiol
27056,pregon,83,priego
27057,florido,93,florindo
27058,caussa,83,cussac
27059,Receuidos,71,cerecedo
27060,respectivas,67,restivo
27061,Doloroso,80,dolores
27062,Antigua,83,antuña
27063,extremos,67,estrees
27064,habita,80,hita
27065,desmasyado,67,delagado
27066,felpa,91,felipa
27067,camifas,80,caminals
27068,astronomia,71,astiria
27069,aberias,83,briñas
27070,compeler,77,meler
27071,lybren,73,albre
27072,plateado,77,plata
27073,lexitimos,71,leitão
27074,prestamo,89,prestamero
27075,efcritura,67,frontaura
27076,sebil,100,sebil
27077,ocupare,67,pares
27078,concedo,86,coniedo
27079,comicion,71,comino
27080,rrezuyos,67,truyols
27081,espejuelos,75,espejo
27082,estriados,78,tribaldos
27083,escalada,100,escalada
27084,asegurado,80,aguado
27085,pral,89,peral
27086,prefentados,67,peinado
27087,edificio,71,medici
27088,30000,0,dessi
27089,40,0,dessi
27090,scura,80,surga
27091,uender,80,eder
27092,tejarfe,73,arfe
27093,celebraren,71,celdran
27094,entituyo,71,envito
27095,resurecion,67,resendio
27096,abadas,83,abadia
27097,lcdo,80,alcedo
27098,obligdo,93,obligado
27099,ago,86,yago
27100,acavarla,78,arechavala
27101,cico,89,chico
27102,tercia,80,terça
27103,deriben,77,adrien
27104,caldereria,84,carderera
27105,aparejarse,75,pareja
27106,triangulos,75,riglos
27107,disasti,92,isasti
27108,descalços,86,descos
27109,galanas,86,galeana
27110,gorgueras,82,nogueras
27111,triana,100,triana
27112,llaue.En,67,llaudes
27113,enmaderacion,78,encarnacion
27114,1649,0,dessi
27115,asentara,77,senra
27116,hassiendo,71,haedo
27117,humo,75,hugo
27118,dure,80,dupire
27119,bariedad,80,artieda
27120,contyenen,67,centenero
27121,extofado,67,tostado
27122,imaxineria,75,manera
27123,seruir,73,serra
27124,habiamiento,70,sarmiento
27125,ynfraescriptos,61,francesco
27126,cujinillos,78,pinillos
27127,adreçados,77,areas
27128,dedo,75,aedo
27129,llenen,77,llerena
27130,desportillare,76,portilla
27131,haziendome,67,hazen
27132,abreu,100,abreu
27133,justas,91,justa
27134,majuelo,86,mazuelo
27135,pareser,83,pares
27136,emvobedado,67,mohedano
27137,entalador,71,encalada
27138,COCINA,86,cocolina
27139,ropa,86,roa
27140,Requien,86,requena
27141,utiles,83,quiles
27142,preuendado,71,requena
27143,plasteciendo,74,placido
27144,socorrido,88,socorro
27145,dejan,75,jan
27146,armada,100,armada
27147,Municipal,71,mauricia
27148,sustenten,82,sustaete
27149,sol,86,sola
27150,fiesas,77,viescas
27151,asyente,77,astete
27152,arzobispado,74,azopardo
27153,amenasa,83,amasa
27154,altar,89,alta
27155,eminentes,94,eminente
27156,vaciador,77,viado
27157,farolero,80,faleiro
27158,cafeto,77,carreto
27159,cientos,77,cantos
27160,Perro,91,perrot
27161,anlo,80,angelo
27162,soy,75,soray
27163,encuentros,75,nueros
27164,casuela,92,casela
27165,crissto,92,cristo
27166,serbizio,67,rizo
27167,questas,77,cuesta
27168,rretocado,71,preciado
27169,haxa,75,raxa
27170,sercha,77,saracha
27171,bolberia,77,obera
27172,barnida,86,baranda
27173,soga,75,orga
27174,Urnia,89,uria
27175,auasial,77,ausias
27176,cossido,92,cossio
27177,biçarros,92,barros
27178,Simon,100,simon
27179,conviniese,67,cortines
27180,confiscados,67,conrado
27181,tuvieren,71,thubieres
27182,baut¡çaba,73,bauça
27183,ate,86,oñate
27184,executarlo,67,carlo
27185,asiste,80,aste
27186,luzimiento,71,climent
27187,acatamiento,76,sacramento
27188,torneria,93,tornera
27189,fijas,80,hijas
27190,mariposa,80,marañosa
27191,Ystorias,77,trias
27192,directo,67,nieto
27193,defacer,67,faber
27194,contyene,71,centenero
27195,Banco,91,branco
27196,dejallo,83,dallo
27197,acudiesse,67,audije
27198,arberto,86,roberto
27199,dilijencias,67,encinas
27200,acompaño,86,compañon
27201,12100,0,dessi
27202,sirvo,80,sidro
